latitude,longitude,dataset_type,gcc_objectid,gcc_zone,gcc_ward,gcc_location,nearest_drain_distance_km,drain_width_m,drain_depth_m,drain_length_km,drain_type,water_flow,drain_status,drain_size_raw,drain_width_raw,drain_depth_raw,drain_length_raw_m,drain_width_source,drain_depth_source,drain_length_source,geometry_length_m,distance_to_drain_m
13.055,80.335,BACKGROUND,8534,N05,060,"Parry's Corner, Chennai",5.610295,1.33,1.33,0.827224,SWD,YES,GOOD,1.33 x 1.33,1.33,1.33,827.224101123,drain_size,drain_size,drain_len,827.224,5610.295
13.06,80.14,BACKGROUND,3214,N11,150,"Porur, Chennai",1.093811,0.45,0.45,0.831434,SWD,YES,GOOD,0.45 x 0.45,0.45,0.45,831.433872074,drain_size,drain_size,drain_len,831.434,1093.811
13.06,80.2,BACKGROUND,1613,N10,129,"Vadapalani, Chennai",0.098699,1.72,1.72,0.28225,SWD,YES,GOOD,1.72 x 1.72,1.72,1.72,282.249741547,drain_size,drain_size,drain_len,282.25,98.699
13.06,80.275,BACKGROUND,913,N09,114,"Chepauk, Chennai",0.069474,1.5,1.5,0.403382,SWD,YES,GOOD,1.5 x 1.5,1.5,1.5,403.38174054,drain_size,drain_size,drain_len,403.382,69.474
13.06,80.34,BACKGROUND,8534,N05,060,"Parry's Corner, Chennai",5.933096,1.33,1.33,0.827224,SWD,YES,GOOD,1.33 x 1.33,1.33,1.33,827.224101123,drain_size,drain_size,drain_len,827.224,5933.096
13.065,80.145,BACKGROUND,3214,N11,150,"Porur, Chennai",1.109,0.45,0.45,0.831434,SWD,YES,GOOD,0.45 x 0.45,0.45,0.45,831.433872074,drain_size,drain_size,drain_len,831.434,1109.0
13.065,80.205,BACKGROUND,1516,N10,127,"Koyambedu, Chennai",0.435024,1.32,1.32,1.452209,SWD,YES,GOOD,1.32 x 1.32,1.32,1.32,1452.20942229,drain_size,drain_size,drain_len,1452.209,435.024
13.065,80.27,BACKGROUND,8438,N05,059,"Sowcarpet, Chennai",0.101991,0.75,0.75,0.438658,SWD,YES,GOOD,0.75 x 0.75,0.75,0.75,438.658190001,drain_size,drain_size,drain_len,438.658,101.991
13.065,80.33,BACKGROUND,8534,N05,060,"Parry's Corner, Chennai",4.727999,1.33,1.33,0.827224,SWD,YES,GOOD,1.33 x 1.33,1.33,1.33,827.224101123,drain_size,drain_size,drain_len,827.224,4727.999
13.07,80.135,BACKGROUND,3214,N11,150,"Porur, Chennai",2.192727,0.45,0.45,0.831434,SWD,YES,GOOD,0.45 x 0.45,0.45,0.45,831.433872074,drain_size,drain_size,drain_len,831.434,2192.727
13.07,80.195,BACKGROUND,1495,N10,127,"Koyambedu, Chennai",0.275071,0.75,0.75,0.342605,SWD,YES,GOOD,0.75 x 0.75,0.75,0.75,342.604738125,drain_size,drain_size,drain_len,342.605,275.071
13.07,80.26,BACKGROUND,8582,N05,061,"Egmore, Chennai",0.100593,1.3,1.3,0.78145,SWD,YES,GOOD,1.3 x 1.3,1.3,1.3,781.450210109,drain_size,drain_size,drain_len,781.45,100.593
13.07,80.32,BACKGROUND,8534,N05,060,"Parry's Corner, Chennai",3.528412,1.33,1.33,0.827224,SWD,YES,GOOD,1.33 x 1.33,1.33,1.33,827.224101123,drain_size,drain_size,drain_len,827.224,3528.412
13.075,80.125,BACKGROUND,9878,N07,086,"Attipattu, Chennai",2.791781,0.96,0.96,0.330573,SWD,YES,GOOD,0.96 x 0.96,0.96,0.96,330.572649167,drain_size,drain_size,drain_len,330.573,2791.781
13.075,80.19,BACKGROUND,2552,N11,145,"Koyembedu, Chennai",0.123226,0.7,0.7,0.975158,SIDE_DRAIN,YES,GOOD,0.70 x 0.70,0.7,0.7,975.158348653,drain_size,drain_size,drain_len,975.158,123.226
13.075,80.25,BACKGROUND,587,N08,108,"Chetpet, Chennai",0.110555,1.62,1.62,0.584116,SWD,YES,GOOD,1.62 x 1.62,1.62,1.62,584.11559026721,drain_size,drain_size,drain_len,584.116,110.555
13.075,80.31,BACKGROUND,8534,N05,060,"Parry's Corner, Chennai",2.341429,1.33,1.33,0.827224,SWD,YES,GOOD,1.33 x 1.33,1.33,1.33,827.224101123,drain_size,drain_size,drain_len,827.224,2341.429
13.08,80.12,BACKGROUND,9878,N07,086,"Attipattu, Chennai",2.931602,0.96,0.96,0.330573,SWD,YES,GOOD,0.96 x 0.96,0.96,0.96,330.572649167,drain_size,drain_size,drain_len,330.573,2931.602
13.08,80.18,BACKGROUND,10421,N07,092,"Wavin, Chennai",0.041908,1.47,1.47,0.359491,SWD,YES,GOOD,1.47 x 1.47,1.47,1.47,359.491397167,drain_size,drain_size,drain_len,359.491,41.908
13.08,80.24,BACKGROUND,95,N08,100,"Kilpauk, Chennai",0.126942,1.05,1.05,0.436641,SWD,YES,GOOD,1.05 x 1.05,1.05,1.05,436.6413039002,drain_size,drain_size,drain_len,436.641,126.942
13.08,80.3,BACKGROUND,8534,N05,060,"Parry's Corner, Chennai",1.177394,1.33,1.33,0.827224,SWD,YES,GOOD,1.33 x 1.33,1.33,1.33,827.224101123,drain_size,drain_size,drain_len,827.224,1177.394
13.085,80.11,BACKGROUND,9887,N07,086,"Attipattu, Chennai",3.607001,0.97,0.97,1.41305,SIDE_DRAIN,YES,GOOD,0.97 x 0.97,0.97,0.97,1413.05042698,drain_size,drain_size,drain_len,1413.05,3607.001
13.085,80.17,BACKGROUND,10410,N07,091,"Reddipalaiyam(Mogappair West), Chennai",0.007186,0.9,0.9,0.432003,SWD,YES,GOOD,0.90 x 0.90,1.08,0.9,432.002728838,drain_size,drain_size,drain_len,432.003,7.186
13.085,80.23,BACKGROUND,171,N08,101,"Kilpauk, Chennai",0.198874,1.2,1.2,0.88672,SWD,YES,GOOD,1.20 x 1.20,1.2,1.2,886.720242286,drain_size,drain_size,drain_len,886.72,198.874
13.085,80.295,BACKGROUND,8536,N05,060,"Parry's Corner, Chennai",0.595918,0.4,0.4,0.298092,SWD,YES,GOOD,0.40 x 0.40,0.4,0.4,298.091591627,drain_size,drain_size,drain_len,298.092,595.918
13.09,80.1,BACKGROUND,9887,N07,086,"Attipattu, Chennai",4.484032,0.97,0.97,1.41305,SIDE_DRAIN,YES,GOOD,0.97 x 0.97,0.97,0.97,1413.05042698,drain_size,drain_size,drain_len,1413.05,4484.032
13.09,80.16,BACKGROUND,9864,N07,086,"Attipattu, Chennai",0.062525,0.45,0.45,0.172436,SIDE_DRAIN,YES,GOOD,0.45 x 0.45,0.45,0.45,172.435724963,drain_size,drain_size,drain_len,172.436,62.525
13.09,80.22,BACKGROUND,235,N08,102,"Arumbakkam, Chennai",0.033992,0.91,0.91,0.159721,SWD,YES,GOOD,0.91 x 0.91,0.91,0.91,159.72099837916,drain_size,drain_size,drain_len,159.721,33.992
13.09,80.285,BACKGROUND,8329,N05,057,"Sowcarpet, Chennai",0.005463,0.97,0.97,0.315811,SWD,YES,GOOD,0.97 x 0.97,0.97,0.97,315.811397049,drain_size,drain_size,drain_len,315.811,5.463
13.09,80.345,BACKGROUND,8537,N05,060,"Parry's Corner, Chennai",5.605818,0.75,0.75,1.605529,SWD,YES,GOOD,0.75 x 0.75,0.75,0.75,1605.52881145,drain_size,drain_size,drain_len,1605.529,5605.818
13.095,80.15,BACKGROUND,9893,N07,086,"Attipattu, Chennai",0.060447,1.26,1.26,0.247139,SWD,YES,GOOD,1.26 x 1.26,1.26,1.26,247.138589251,drain_size,drain_size,drain_len,247.139,60.447
13.095,80.23,BACKGROUND,10664,N08,097,"Ayanavaram, Chennai",0.098954,0.9,0.9,0.086774,SWD,YES,GOOD,0.9X0.9,0.9,0.9,86.77369993892,drain_size,drain_size,drain_len,86.774,98.954
13.095,80.29,BACKGROUND,8519,N05,060,"Parry's Corner, Chennai",0.171148,1.32,1.32,0.23478,SWD,YES,GOOD,1.32 x 1.32,1.32,1.32,234.779799012,drain_size,drain_size,drain_len,234.78,171.148
13.095,80.35,BACKGROUND,8211,N05,050,"Rayapuram, Chennai",5.967516,0.71,0.71,0.068336,SWD,YES,GOOD,0.71 x 0.71,0.71,0.71,68.335866482,drain_size,drain_size,drain_len,68.336,5967.516
13.1,80.155,BACKGROUND,9948,N07,086,"Attipattu, Chennai",0.120239,1.14,1.14,0.290147,SWD,YES,GOOD,1.14 x 1.14,1.14,1.14,290.146648589,drain_size,drain_size,drain_len,290.147,120.239
13.1,80.255,BACKGROUND,9100,N06,073,"Pulianthope, Chennai",0.08067,1.74,1.74,0.299335,SWD,YES,GOOD,1.74 x 1.74,1.74,1.74,299.334889924,drain_size,drain_size,drain_len,299.335,80.67
13.1,80.315,BACKGROUND,8537,N05,060,"Parry's Corner, Chennai",2.208764,0.75,0.75,1.605529,SWD,YES,GOOD,0.75 x 0.75,0.75,0.75,1605.52881145,drain_size,drain_size,drain_len,1605.529,2208.764
13.105,80.12,BACKGROUND,9887,N07,086,"Attipattu, Chennai",2.366562,0.97,0.97,1.41305,SIDE_DRAIN,YES,GOOD,0.97 x 0.97,0.97,0.97,1413.05042698,drain_size,drain_size,drain_len,1413.05,2366.562
13.105,80.2,BACKGROUND,10553,N08,094,"Villivakkam, Chennai",0.074206,1.38,1.38,0.168712,SWD,YES,GOOD,1.38 x 1.38,1.38,1.38,168.712288588,drain_size,drain_size,drain_len,168.712,74.206
13.105,80.28,BACKGROUND,8313,N05,055,"Mannady, Chennai",0.011506,1.09,1.09,0.505927,SWD,YES,GOOD,1.09X1.09,1.09,1.09,505.927305973,drain_size,drain_size,drain_len,505.927,11.506
13.105,80.34,BACKGROUND,8211,N05,050,"Rayapuram, Chennai",4.676239,0.71,0.71,0.068336,SWD,YES,GOOD,0.71 x 0.71,0.71,0.71,68.335866482,drain_size,drain_size,drain_len,68.336,4676.239
13.11,80.145,BACKGROUND,9722,N07,085,"Ambattur, Chennai",0.425077,0.6,0.6,0.21793,SIDE_DRAIN,YES,BAD,0.60 x 0.60,0.6,0.6,217.93,drain_size,drain_size,drain_len,217.93,425.077
13.11,80.235,BACKGROUND,8972,N06,069,"Perambur, Chennai",0.110605,1.16,1.16,0.188431,SWD,YES,GOOD,1.16 x 1.16,1.16,1.16,188.430760628,drain_size,drain_size,drain_len,188.431,110.605
13.11,80.295,BACKGROUND,8219,N05,050,"Rayapuram, Chennai",0.00928,1.2,1.2,0.186371,SWD,YES,GOOD,1.20 x 1.20,1.2,1.2,186.371376781,drain_size,drain_size,drain_len,186.371,9.28
13.115,80.1,BACKGROUND,9402,N07,081,"Ambattur OT, Chennai",4.609316,0.75,0.75,0.569865,SWD,YES,GOOD,0.75 x 0.75,0.75,0.75,569.865,drain_size,drain_size,drain_len,569.865,4609.316
13.115,80.18,BACKGROUND,9666,N07,084,"Pattaravakkam, Chennai",0.173035,1.2,1.2,0.117011,SIDE_DRAIN,YES,GOOD,1.20 x 1.20,1.2,1.2,117.011,drain_size,drain_size,drain_len,117.011,173.035
13.115,80.255,BACKGROUND,11444,N04,045,"Vyasarpadi, Chennai",0.105548,0.61,0.61,0.193745,SWD,YES,GOOD,0.61 x 0.61,0.61,0.61,193.745180521,drain_size,drain_size,drain_len,193.745,105.548
13.115,80.315,BACKGROUND,8203,N05,050,"Rayapuram, Chennai",1.945801,1.36,1.36,0.253995,SWD,YES,GOOD,1.36 x 1.36,1.36,1.36,253.995350352,drain_size,drain_size,drain_len,253.995,1945.801
13.12,80.12,BACKGROUND,9402,N07,081,"Ambattur OT, Chennai",2.477105,0.75,0.75,0.569865,SWD,YES,GOOD,0.75 x 0.75,0.75,0.75,569.865,drain_size,drain_size,drain_len,569.865,2477.105
13.12,80.21,BACKGROUND,8700,N06,065,"Villivakkam, Chennai",0.005376,0.75,0.75,0.300747,SWD,YES,GOOD,0.75 x 0.75,0.75,0.75,300.747261777,drain_size,drain_size,drain_len,300.747,5.376
13.12,80.27,BACKGROUND,11463,N04,046,"Vyasarpadi, Chennai",0.224961,1.2,1.2,0.381797,SWD,YES,GOOD,1.20 x 1.20,1.2,1.2,381.797,drain_size,drain_size,drain_len,381.797,224.961
13.12,80.33,BACKGROUND,8203,N05,050,"Rayapuram, Chennai",3.477718,1.36,1.36,0.253995,SWD,YES,GOOD,1.36 x 1.36,1.36,1.36,253.995350352,drain_size,drain_size,drain_len,253.995,3477.718
13.125,80.14,BACKGROUND,9402,N07,081,"Ambattur OT, Chennai",0.617685,0.75,0.75,0.569865,SWD,YES,GOOD,0.75 x 0.75,0.75,0.75,569.865,drain_size,drain_size,drain_len,569.865,617.685
13.125,80.23,BACKGROUND,8828,N06,066,"Perambur, Chennai",0.034172,0.8,0.8,0.199013,SWD,YES,GOOD,0.8 x 0.8,0.8,0.8,199.013381289,drain_size,drain_size,drain_len,199.013,34.172
13.125,80.29,BACKGROUND,11350,N04,042,"Washermanpet, Chennai",0.107938,1.0,1.0,0.128583,SWD,YES,GOOD,1.00 x 1.00,1.0,1.0,128.583235566,drain_size,drain_size,drain_len,128.583,107.938
13.125,80.35,BACKGROUND,8203,N05,050,"Rayapuram, Chennai",5.659015,1.36,1.36,0.253995,SWD,YES,GOOD,1.36 x 1.36,1.36,1.36,253.995350352,drain_size,drain_size,drain_len,253.995,5659.015
13.13,80.16,BACKGROUND,9320,N07,080,"Oragadam, Chennai",0.129655,0.3,0.3,0.136897,SIDE_DRAIN,YES,BAD,0.30 x 0.30,0.3,0.3,136.897,drain_size,drain_size,drain_len,136.897,129.655
13.13,80.255,BACKGROUND,11088,N04,036,"Vyasarpadi, Chennai",0.051444,1.12,1.12,0.827357,SWD,YES,GOOD,1.12 x 1.12,1.12,1.12,827.356877447,drain_size,drain_size,drain_len,827.357,51.444
13.13,80.315,BACKGROUND,11288,N04,039,"New Washermanpet, Chennai",1.99181,1.35,1.35,1.09466,SWD,YES,GOOD,1.35 x 1.35,1.35,1.35,1094.65995315,drain_size,drain_size,drain_len,1094.66,1991.81
13.135,80.125,BACKGROUND,9261,N07,079,"Oragadam, Chennai",2.395492,0.39,0.39,0.127403,SIDE_DRAIN,YES,GOOD,0.39 x 0.39,0.39,0.39,127.403,drain_size,drain_size,drain_len,127.403,2395.492
13.135,80.225,BACKGROUND,10901,N03,029,"Ponniammanmedu, Chennai",0.025863,0.75,0.75,0.398703,SWD,YES,GOOD,0.75 x 0.75,0.75,0.75,398.703324125,drain_size,drain_size,drain_len,398.703,25.863
13.135,80.285,BACKGROUND,11306,N04,040,"Tondiarpet, Chennai",0.047247,1.25,1.25,1.347813,SIDE_DRAIN,YES,BAD,1.25 x 1.25,1.25,1.25,1347.8131101,drain_size,drain_size,drain_len,1347.813,47.247
13.135,80.345,BACKGROUND,2218,N01,014,Tiruchanankuppam,4.873297,0.7,0.7,0.131823,SWD,YES,GOOD,0.70 x 0.70,0.7,0.7,131.8229999999804,drain_size,drain_size,drain_len,131.823,4873.297
13.14,80.155,BACKGROUND,9256,N07,079,"Oragadam, Chennai",0.096005,0.4,0.4,0.177586,SIDE_DRAIN,YES,BAD,0.40 x 0.40,0.4,0.4,177.586,drain_size,drain_size,drain_len,177.586,96.005
13.14,80.245,BACKGROUND,11038,N04,034,"Madhavaram, Chennai",0.183539,0.75,0.75,0.265362,SWD,YES,GOOD,0.75 x 0.75,0.75,0.75,265.362,drain_size,drain_size,drain_len,265.362,183.539
13.14,80.315,BACKGROUND,2217,N01,014,Tondiarpet,1.673121,0.8,0.8,0.330519,SWD,YES,GOOD,0.8 x 0.8,0.8,0.8,330.5190000000438,drain_size,drain_size,drain_len,330.519,1673.121
13.145,80.125,BACKGROUND,9257,N07,079,"Oragadam, Chennai",2.735225,0.4,0.4,0.542699,SIDE_DRAIN,YES,GOOD,0.40 x 0.40,0.4,0.4,542.699,drain_size,drain_size,drain_len,542.699,2735.225
13.145,80.2,BACKGROUND,10965,N03,031,"Moorthi Nagar, Chennai",0.049071,0.4,0.4,2.038782,SIDE_DRAIN,YES,GOOD,0.40 x 0.40,0.4,0.4,2038.78216201,drain_size,drain_size,drain_len,2038.782,49.071
13.145,80.295,BACKGROUND,2220,N01,014,Tondiarpet,0.198181,1.18,1.18,0.25061,SWD,YES,GOOD,1.18 x 1.18,1.18,1.18,250.60966857999063,drain_size,drain_size,drain_len,250.61,198.181
13.15,80.1,BACKGROUND,9257,N07,079,"Oragadam, Chennai",5.440882,0.4,0.4,0.542699,SIDE_DRAIN,YES,GOOD,0.40 x 0.40,0.4,0.4,542.699,drain_size,drain_size,drain_len,542.699,5440.882
13.15,80.165,BACKGROUND,9256,N07,079,"Oragadam, Chennai",1.412353,0.4,0.4,0.177586,SIDE_DRAIN,YES,BAD,0.40 x 0.40,0.4,0.4,177.586,drain_size,drain_size,drain_len,177.586,1412.353
13.15,80.25,BACKGROUND,10849,N03,027,"Krishnan Nagar, Chennai.",0.682186,0.63,0.63,1.014272,SIDE_DRAIN,YES,GOOD,0.63 x 0.63,0.63,0.63,1014.2720203,drain_size,drain_size,drain_len,1014.272,682.186
13.15,80.325,BACKGROUND,642,N01,011,Tiruchanankuppam,2.295312,0.75,0.75,0.365946,SWD,YES,GOOD,0.75 x 0.75,0.75,0.75,365.9459999996406,drain_size,drain_size,drain_len,365.946,2295.312
13.155,80.135,BACKGROUND,9257,N07,079,"Oragadam, Chennai",2.747958,0.4,0.4,0.542699,SIDE_DRAIN,YES,GOOD,0.40 x 0.40,0.4,0.4,542.699,drain_size,drain_size,drain_len,542.699,2747.958
13.155,80.195,BACKGROUND,10973,N03,031,"Moorthi Nagar, Chennai",0.792398,0.4,0.4,0.270762,SWD,YES,GOOD,0.40 x 0.40,0.4,0.4,270.761909491,drain_size,drain_size,drain_len,270.762,792.398
13.155,80.285,BACKGROUND,640,N01,011,Tiruchanankuppam,1.428996,1.05,1.05,0.228712,SWD,YES,GOOD,1.05 x 1.05,1.05,1.05,228.71171614917677,drain_size,drain_size,drain_len,228.712,1428.996
13.155,80.35,BACKGROUND,9265,N01,008,"Tiruvottiyur, Chennai",4.613592,1.8,1.8,0.426807,SIDE_DRAIN,YES,GOOD,1.8 x 1.8,1.8,1.8,426.8069602600307,drain_size,drain_size,drain_len,426.807,4613.592
